Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK50,OUT049,356.6868
FDG31,OUT045,265.01196
FDC60,OUT045,344.6981
FDL36,OUT013,2315.101
FDP21,OUT013,1963.168
FDW16,OUT045,335.06454
FDX02,OUT017,5292.941
FDQ58,OUT027,3751.0176
FDT51,OUT046,806.93195
FDD59,OUT049,1174.7153
NCM42,OUT018,3955.6726
FDA57,OUT018,2569.5618
FDZ48,OUT035,2656.9543
FDE46,OUT045,2513.1782
NCZ30,OUT019,2464.719
FDB56,OUT017,1496.3986
FDA25,OUT027,1437.0681
FDD20,OUT013,2928.5752
FDL25,OUT013,3342.946
NCO18,OUT049,2931.657
FDJ45,OUT017,4672.616
FDR12,OUT035,2596.1873
NCF19,OUT010,2588.6958
FDK25,OUT046,2790.3147
NCR17,OUT046,1638.0686
FDC52,OUT046,314.7284
NCA54,OUT017,1870.1716
FDR45,OUT010,343.59372
NCM19,OUT049,2111.884
FDF39,OUT027,1967.3269
FDX23,OUT049,3699.9456
FDD58,OUT027,5103.9224
FDX28,OUT013,3394.1797
NCD31,OUT013,3331.2666
FDU57,OUT018,222.85968
FDI27,OUT046,1105.3525
NCM42,OUT046,1040.8118
FDD32,OUT027,1061.7405
FDI34,OUT013,2680.0464
NCM29,OUT049,2459.7844
FDG46,OUT018,4173.4976
DRC01,OUT010,4166.761
FDB15,OUT027,4088.6733
NCA17,OUT027,4295.6484
FDF10,OUT046,3711.7798
FDR26,OUT027,3766.9888
FDI02,OUT049,1176.085
NCM54,OUT010,1109.87
FDF14,OUT013,1107.3066
FDJ33,OUT010,335.0203
FDM20,OUT035,1889.2401
FDC03,OUT027,1898.223
NCX05,OUT046,251.16763
NCM41,OUT027,2239.0518
NCU29,OUT010,237.10736
FDQ59,OUT017,3045.994
FDH46,OUT010,1847.064
FDH09,OUT013,1663.0073
NCD06,OUT045,402.5117
FDC15,OUT035,3535.9514
DRD37,OUT027,3571.0632
FDT28,OUT027,3518.115
FDR28,OUT027,1913.4568
FDT38,OUT017,261.0285
FDV34,OUT027,335.2365
FDY52,OUT035,2102.742
FDB34,OUT013,2026.6763
DRL23,OUT018,1932.6965
DRB24,OUT046,2126.824
FDJ50,OUT046,1730.3485
FDQ49,OUT035,1885.9282
FDP20,OUT035,2687.3037
FDV19,OUT027,1494.0817
NCR54,OUT045,1434.2081
FDO09,OUT010,1620.1332
FDS57,OUT018,313.7232
FDN10,OUT049,2745.522
FDV23,OUT049,388.72913
FDY28,OUT049,2899.9658
DRG51,OUT013,2806.5342
FDD45,OUT019,4334.5127
NCL18,OUT027,3147.7197
NCM29,OUT013,3221.1436
FDF17,OUT027,809.8343
FDE22,OUT017,862.116
FDQ22,OUT017,773.7987
FDS01,OUT013,212.6863
FDW35,OUT027,895.36676
FDJ33,OUT046,2398.5144
NCF54,OUT035,906.4704
FDE09,OUT013,1067.1289
NCE06,OUT045,550.03644
DRH49,OUT049,4366.234
FDY43,OUT045,2923.1943
NCT05,OUT017,3090.882
FDZ34,OUT045,3157.1702
FDL38,OUT017,3029.4363
FDZ31,OUT017,3324.5513
FDR14,OUT035,2991.0032
NCN54,OUT049,3125.867
NCC42,OUT027,3040.2925
FDK08,OUT017,1433.7979
FDP59,OUT013,1484.7546
FDV22,OUT035,1786.8789
FDD33,OUT035,1692.3057
DRE60,OUT027,323.31314
FDK52,OUT046,4353.812
FDA02,OUT017,3984.9646
FDM56,OUT049,3906.6287
FDE57,OUT035,3716.5845
FDM32,OUT045,399.12326
NCQ30,OUT027,996.48694
FDQ27,OUT027,2823.9102
FDT60,OUT027,3026.4292
FDU43,OUT049,904.5864
NCO55,OUT035,809.6398
FDG02,OUT045,886.9097
FDJ28,OUT013,948.9924
FDP40,OUT045,213.79984
FDJ38,OUT045,797.9271
NCC54,OUT017,2106.534
NCZ41,OUT046,341.91635
FDK38,OUT019,2539.1084
FDU52,OUT013,2664.0972
FDC40,OUT046,2747.4395
NCR30,OUT017,314.09973
NCN18,OUT017,1463.7904
FDB50,OUT035,1306.591
FDG04,OUT013,1273.9175
FDR26,OUT035,1628.5176
NCT17,OUT018,1491.4226
FDX35,OUT027,1411.2589
FDS12,OUT046,1673.7761
NCZ29,OUT027,370.38248
FDB38,OUT010,1417.0596
FDP12,OUT013,1196.086
FDP22,OUT046,951.6461
FDS26,OUT018,800.7955
FDR52,OUT046,316.54208
DRJ13,OUT046,785.1308
FDU48,OUT027,3051.2136
FDE29,OUT035,3033.7417
NCT29,OUT049,2961.1255
DRK37,OUT018,3727.4795
FDK55,OUT046,3371.993
FDR07,OUT046,5108.448
FDO21,OUT027,4341.1157
FDK46,OUT049,5900.904
FDB12,OUT045,1708.2784
FDT31,OUT027,3184.7556
FDJ33,OUT045,330.6373
FDC26,OUT027,1817.349
NCQ02,OUT045,3314.2053
FDP08,OUT010,4910.1426
FDB11,OUT027,396.30197
FDV55,OUT013,1944.4928
FDW20,OUT049,1798.9338
NCJ18,OUT019,1694.9138
FDC41,OUT018,3166.492
FDE14,OUT027,1141.7882
FDG35,OUT013,959.31067
FDF45,OUT035,855.3841
FDS19,OUT027,802.7308
FDS58,OUT019,913.33466
FDA26,OUT017,3278.8904
FDM32,OUT049,2966.191
FDL45,OUT046,2904.968
FDZ55,OUT049,2788.5708
FDY37,OUT049,4354.8394
FDO46,OUT046,2961.4792
FDQ60,OUT046,2792.5261
FDA19,OUT018,360.89148
FDL15,OUT046,2910.9214
FDM10,OUT018,2691.0737
NCL05,OUT017,2853.3164
DRK49,OUT010,899.13513
NCE18,OUT027,201.36624
FDG40,OUT049,689.90424
DRI59,OUT045,689.1245
FDK28,OUT035,756.16113
NCD06,OUT019,597.40027
FDO11,OUT019,418.1721
FDK27,OUT046,3368.2776
FDT43,OUT027,2908.915
FDD38,OUT018,2970.2644
FDA16,OUT049,2169.2483
FDL14,OUT027,751.6394
NCM17,OUT049,1082.9635
FDD20,OUT045,2667.0637
FDA40,OUT045,2850.8242
FDL43,OUT045,2666.453
FDV15,OUT045,3752.119
FDE52,OUT046,5075.9346
NCL17,OUT010,3392.1213
NCJ31,OUT045,758.7751
FDR60,OUT045,3852.4348
NCA18,OUT035,320.07138
FDS21,OUT027,1879.0563
FDW09,OUT035,3311.4426
FDL26,OUT035,1949.5271
FDS47,OUT018,1804.3215
FDC39,OUT046,1808.7338
FDT51,OUT035,2026.9728
FDK40,OUT035,645.79443
NCG19,OUT045,643.33575
FDZ07,OUT046,839.9204
FDF08,OUT027,327.43222
FDO04,OUT013,1400.6149
FDK41,OUT018,1589.4147
FDP15,OUT049,3848.1816
NCD43,OUT018,3815.5159
NCP18,OUT013,3970.6133
FDZ51,OUT046,964.22906
DRH13,OUT035,787.1512
FDF38,OUT045,2343.255
NCI43,OUT045,2767.751
FDM38,OUT027,4188.6367
FDS03,OUT013,2417.7915
DRJ47,OUT017,2856.2134
FDT50,OUT010,2546.286
FDV02,OUT046,2713.698
NCG18,OUT017,1331.1901
FDW52,OUT046,1247.3171
FDS40,OUT035,2931.0957
FDN31,OUT017,2935.0776
FDA37,OUT045,3174.3142
FDA15,OUT046,3117.4482
FDL39,OUT046,408.5436
FDJ53,OUT045,2545.0483
FDX22,OUT013,3065.3499
NCZ42,OUT045,2647.117
FDD56,OUT027,2582.4373
FDD40,OUT017,2662.8162
FDS50,OUT013,2810.127
NCN14,OUT013,2655.0115
FDT15,OUT013,2699.7336
NCS18,OUT027,703.45264
NCO26,OUT010,904.1975
FDF58,OUT018,214.80115
NCB19,OUT013,713.85516
FDH26,OUT017,304.9635
DRB24,OUT027,708.2261
FDA49,OUT018,750.00037
FDB32,OUT045,754.5608
FDI36,OUT017,904.62744
NCA17,OUT010,211.5986
FDH22,OUT013,1270.1338
NCM26,OUT018,1380.6973
FDT15,OUT027,3748.874
FDB16,OUT018,391.15567
NCP54,OUT027,3628.31
FDJ36,OUT013,922.69525
FDO28,OUT045,3316.053
FDU09,OUT013,3456.318
FDF29,OUT017,4871.6577
FDY08,OUT013,3258.4014
DRJ59,OUT018,1913.1016
FDT23,OUT027,251.83395
FDU15,OUT018,1742.9489
FDT47,OUT013,1705.2482
FDI53,OUT019,1653.4017
FDR59,OUT018,1768.1201
FDD53,OUT035,554.21277
FDY51,OUT017,935.52313
FDT04,OUT049,5114.228
FDU51,OUT049,414.18524
FDG14,OUT035,189.60857
NCU06,OUT045,280.66302
DRG25,OUT046,630.53815
DRH49,OUT035,1925.9365
FDN15,OUT035,656.6096
FDL43,OUT018,327.27292
NCT18,OUT049,3089.155
NCB31,OUT013,1678.9818
FDK57,OUT035,1867.506
FDY04,OUT019,2412.987
NCP54,OUT046,2318.2117
FDF41,OUT013,2482.4006
FDM01,OUT045,2550.8306
FDW03,OUT045,3892.9746
FDF28,OUT045,3923.149
FDY37,OUT017,398.17148
FDQ03,OUT017,5449.6294
FDP51,OUT027,3949.1025
FDJ40,OUT017,2848.5173
FDC32,OUT049,2693.8909
DRI49,OUT027,2733.2654
NCW54,OUT017,763.48773
FDF09,OUT017,744.3673
FDP45,OUT018,319.67975
DRJ23,OUT018,2166.6904
FDS59,OUT017,937.45764
FDY08,OUT046,3933.194
FDX16,OUT049,2400.6802
FDY16,OUT018,2402.5037
FDK32,OUT035,2558.4607
FDQ22,OUT013,2430.0837
NCC31,OUT018,3908.7283
FDG58,OUT049,5482.474
DRF48,OUT013,4035.6958
DRH36,OUT049,1128.4716
NCR30,OUT035,546.79767
FDB03,OUT019,1967.1948
FDZ28,OUT027,683.3715
FDR35,OUT017,3623.7307
DRD15,OUT027,3722.2585
FDJ33,OUT019,3539.7563
FDA56,OUT010,685.02637
FDP56,OUT046,1972.8604
NCT30,OUT046,346.03375
FDK15,OUT017,3367.3389
FDH44,OUT018,265.9282
FDV01,OUT013,1865.4503
DRG03,OUT017,1923.4127
FDG50,OUT027,2979.6519
FDR16,OUT010,2895.7412
FDZ60,OUT046,5193.7134
DRG03,OUT045,3654.0933
FDS56,OUT018,3614.7146
FDU33,OUT045,3548.36
DRD27,OUT035,386.69244
FDW22,OUT046,4226.639
DRA24,OUT045,4040.7073
FDF38,OUT049,5637.2817
FDX48,OUT013,547.5211
FDS58,OUT018,388.54916
FDC32,OUT046,3121.4485
NCQ29,OUT045,2975.179
DRK39,OUT018,523.1756
NCS38,OUT017,2824.3809
DRO47,OUT013,756.05414
DRG27,OUT027,880.98334
FDC57,OUT027,800.4219
FDS55,OUT046,2132.9075
NCJ06,OUT018,772.17236
FDO01,OUT019,1971.5989
NCM55,OUT045,328.4875
FDC52,OUT049,3061.0447
FDQ15,OUT045,2950.8354
NCT30,OUT027,2860.1985
NCR42,OUT027,3121.481
FDD28,OUT035,2868.9663
FDQ34,OUT049,2522.3384
FDZ12,OUT027,2190.3481
DRE13,OUT019,2274.9194
NCN07,OUT019,3760.505
FDM28,OUT035,2822.7576
FDI10,OUT017,1342.7798
FDQ25,OUT013,1486.7292
FDA38,OUT010,1438.2614
DRI13,OUT049,2623.4585
FDY20,OUT027,2374.4055
NCZ53,OUT035,2352.606
NCM31,OUT013,3476.7249
DRB01,OUT017,5052.999
DRF37,OUT046,3626.3157
NCF42,OUT049,3474.144
FDF16,OUT018,3401.6133
FDB41,OUT013,411.36197
FDR34,OUT013,2922.0396
FDR15,OUT018,2830.0825
NCV42,OUT019,2886.9653
FDW51,OUT035,4428.1416
FDU36,OUT017,2914.5925
FDX60,OUT049,2823.5276
FDY03,OUT035,4441.1255
FDW55,OUT045,2860.5693
FDT01,OUT010,2898.1218
FDG58,OUT013,430.01297
FDK21,OUT017,1900.9409
NCS41,OUT019,350.6486
FDS10,OUT045,1695.1641
NCT53,OUT046,6009.5903
FDJ28,OUT018,4572.54
FDX44,OUT045,4412.9663
FDT20,OUT018,479.8712
FDO44,OUT017,1606.6877
NCX17,OUT049,1771.351
FDY01,OUT017,1443.2795
FDJ12,OUT027,1589.8712
DRK35,OUT018,781.3598
FDD47,OUT019,724.4968
NCM53,OUT035,955.34143
FDO45,OUT013,861.89856
NCM42,OUT010,907.16846
FDE04,OUT046,742.8068
NCI30,OUT027,458.00314
FDZ19,OUT013,730.2664
FDW57,OUT013,2047.2983
FDA25,OUT013,925.17566
FDT22,OUT046,3416.6929
FDP51,OUT013,1985.5061
FDD48,OUT027,2024.0111
FDY39,OUT035,2173.278
FDO48,OUT010,650.9331
FDD23,OUT027,215.64975
DRN35,OUT027,345.6277
FDT01,OUT035,2164.5398
FDC20,OUT010,2404.9465
DRJ35,OUT035,2281.8494
FDB32,OUT046,1279.1537
FDL24,OUT046,2552.5535
NCV42,OUT035,1153.0576
FDZ46,OUT046,1027.8646
FDC15,OUT013,204.56244
FDD08,OUT019,815.2933
FDY50,OUT049,2131.194
FDD36,OUT013,716.9072
FDG57,OUT027,3242.5396
FDL21,OUT018,3047.7954
FDN16,OUT027,1369.3206
FDJ09,OUT027,1433.1014
FDS01,OUT010,2866.5452
FDV33,OUT017,2763.0276
DRE12,OUT017,2623.1648
FDR07,OUT013,370.95862
FDP48,OUT010,2732.0542
NCB55,OUT035,3647.3032
FDQ08,OUT013,2150.5142
FDR34,OUT035,266.6836
FDO33,OUT046,2169.578
FDP13,OUT045,2233.3462
FDX12,OUT049,197.79422
NCT06,OUT049,736.42255
FDR16,OUT019,640.65936
FDE36,OUT046,792.93256
FDZ36,OUT049,199.11726
FDV13,OUT045,678.04675
NCZ17,OUT035,330.83936
FDU56,OUT045,1959.4675
FDM09,OUT035,331.79688
FDV02,OUT017,1868.5178
FDS34,OUT018,1735.9247
FDA11,OUT049,1650.5994
FDP09,OUT017,1840.8877
FDB29,OUT027,1895.3694
FDT19,OUT017,3237.027
DRH15,OUT017,2722.095
FDY38,OUT046,2877.2515
FDF14,OUT027,2842.6406
FDN48,OUT010,2047.0111
FDQ12,OUT013,2146.762
NCJ43,OUT045,1655.4137
FDE17,OUT019,1816.5586
FDB05,OUT035,2737.794
FDH10,OUT045,2961.857
NCR06,OUT017,1430.8854
FDU32,OUT018,225.7235
FDD56,OUT049,1475.302
FDO36,OUT018,1550.8163
FDH16,OUT010,3187.8328
FDX10,OUT018,3264.578
FDZ37,OUT017,3861.4001
FDU31,OUT010,3979.1042
DRC49,OUT049,4201.755
FDL15,OUT045,3978.7214
FDN32,OUT019,2763.4988
DRH59,OUT027,3260.812
NCU29,OUT049,2892.3215
FDR37,OUT019,3317.301
FDS14,OUT018,3133.1167
FDU02,OUT027,2907.7964
FDJ08,OUT035,2921.8818
NCZ06,OUT045,2874.4087
FDO31,OUT049,2958.919
FDH31,OUT018,3075.8506
FDS58,OUT017,2112.0813
NCA53,OUT027,2300.7456
FDF50,OUT046,257.80798
NCW42,OUT049,2229.814
NCQ17,OUT045,850.1004
FDK51,OUT018,1329.6957
NCW41,OUT010,323.45544
NCR29,OUT017,230.25009
FDB08,OUT019,1481.888
FDA40,OUT027,2757.634
FDL14,OUT018,2633.8726
FDB47,OUT046,255.69713
FDO03,OUT035,2319.0288
DRK13,OUT019,3084.5344
FDX13,OUT010,2916.174
FDF52,OUT046,3030.4895
FDT11,OUT013,3198.1025
FDB08,OUT013,3611.9526
FDQ28,OUT018,4087.0234
FDD29,OUT045,397.62793
NCQ29,OUT027,3700.452
NCO02,OUT013,2738.0276
FDR56,OUT010,2718.796
NCM54,OUT049,389.24243
FDP51,OUT035,1756.773
FDT38,OUT013,1807.7523
FDZ20,OUT018,1956.2155
FDJ53,OUT013,3222.874
FDX13,OUT049,1813.8093
FDP58,OUT035,1155.3711
NCK31,OUT019,1257.7296
FDA35,OUT018,2538.0032
FDV37,OUT018,1134.4462
NCO07,OUT027,1113.0839
FDA20,OUT045,2001.524
FDZ59,OUT035,2130.5823
NCY17,OUT017,338.71732
FDQ28,OUT035,3890.0078
FDV35,OUT017,2334.823
FDQ36,OUT013,2529.5562
FDD34,OUT018,2400.8743
FDK51,OUT045,3958.3254
FDV31,OUT035,393.31406
FDR04,OUT035,4233.0146
FDR14,OUT049,4211.771
DRC36,OUT010,3871.4863
FDE39,OUT019,4238.5728
FDP57,OUT049,3217.6948
FDE57,OUT046,4743.1016
NCN18,OUT046,3052.6995
NCQ05,OUT018,3125.2249
FDW47,OUT035,4002.4702
FDV46,OUT035,4103.5757
NCP29,OUT045,3863.1487
FDE09,OUT018,1894.6815
NCU06,OUT027,249.88425
FDT19,OUT010,2208.919
DRF15,OUT017,3531.183
DRI51,OUT013,2142.6187
NCX54,OUT013,2851.51
DRE01,OUT013,3284.8408
NCB07,OUT045,603.2516
FDU50,OUT035,3133.3064
FDG40,OUT035,3213.3843
FDW10,OUT018,3134.097
FDX51,OUT013,1327.8528
NCP17,OUT045,2671.1113
FDP21,OUT035,227.69138
FDL04,OUT045,1387.9146
FDV23,OUT013,1874.9751
FDF24,OUT046,3392.3967
FDH56,OUT027,2180.5012
FDB51,OUT049,267.20383
FDI58,OUT027,1957.1849
FDR20,OUT013,338.44263
FDC51,OUT018,1796.8458
FDB16,OUT027,3218.597
FDE40,OUT049,3447.8447
NCM17,OUT035,3364.773
FDU56,OUT035,5940.6963
FDS32,OUT019,4390.446
FDX02,OUT049,1394.3257
FDT39,OUT027,1165.2924
FDE35,OUT017,2559.9207
NCI42,OUT019,1811.4954
DRL23,OUT046,324.59116
FDA10,OUT046,1862.9702
FDA11,OUT013,1727.5807
NCM06,OUT046,1591.0172
NCT05,OUT035,502.04062
NCQ02,OUT010,922.03455
NCY06,OUT049,489.16003
FDY56,OUT035,3403.993
FDL02,OUT035,3246.7893
NCI06,OUT035,3290.7212
FDQ14,OUT045,1351.3867
FDQ12,OUT017,1626.5306
FDP36,OUT046,1383.1295
FDK21,OUT027,1540.691
FDO40,OUT045,1476.0323
NCK54,OUT019,2980.699
FDY09,OUT018,404.4468
NCW30,OUT049,3182.1567
NCC55,OUT027,2993.9617
FDE58,OUT018,3083.677
FDR39,OUT013,3950.8428
FDU28,OUT049,4329.9478
FDH08,OUT017,4356.23
FDG35,OUT045,4556.158
FDG22,OUT049,704.0186
FDC34,OUT035,639.47595
FDP15,OUT018,3026.3618
FDK34,OUT010,1644.8259
FDU45,OUT035,1858.6647
FDQ04,OUT027,1540.1798
FDX22,OUT018,327.22046
FDB45,OUT017,2010.0848
NCH43,OUT027,727.1545
DRE60,OUT046,1492.9644
FDD17,OUT027,318.86313
NCM54,OUT017,1644.2294
NCH55,OUT013,1446.8826
NCT06,OUT017,228.99297
FDA48,OUT027,3978.2756
FDY58,OUT027,3582.1592
FDO25,OUT045,919.082
FDN50,OUT045,3849.1218
FDH35,OUT035,196.24246
FDK09,OUT045,285.11118
FDO16,OUT013,622.1423
FDW11,OUT045,628.4618
FDU47,OUT027,1960.6031
NCQ42,OUT010,1575.9086
FDK55,OUT027,1737.4655
FDN08,OUT049,2158.6292
FDT57,OUT045,2515.503
FDJ12,OUT018,2401.395
DRL59,OUT017,2706.0815
NCN53,OUT046,2867.4243
FDO51,OUT010,2354.2722
FDK56,OUT017,2430.0962
FDY12,OUT035,2325.577
FDU15,OUT035,2254.578
FDQ19,OUT046,2756.1885
DRF15,OUT045,260.0162
DRE25,OUT019,2631.7156
FDK57,OUT018,3015.8394
FDD33,OUT010,1686.4794
FDR34,OUT027,323.4633
FDU04,OUT045,1616.0035
FDE35,OUT019,4476.198
NCD31,OUT035,2881.2136
FDJ56,OUT035,2953.9795
NCU53,OUT046,2924.678
FDD39,OUT035,2885.1843
NCU17,OUT019,2974.202
FDJ20,OUT046,763.1636
NCW41,OUT018,2058.9602
FDL52,OUT035,468.54666
FDS39,OUT035,979.8915
DRJ47,OUT045,3873.2373
FDP13,OUT010,3748.9727
DRK39,OUT010,3379.3547
FDF28,OUT010,3305.3057
FDB09,OUT045,833.56494
FDM51,OUT046,919.2628
DRM49,OUT018,723.45575
DRF23,OUT013,791.4882
DRH01,OUT035,353.70782
FDH12,OUT027,2304.2957
FDA28,OUT019,3678.4612
FDW37,OUT018,2127.4834
FDF02,OUT046,264.39496
DRL37,OUT046,1338.9232
NCF43,OUT046,1214.5011
FDH08,OUT010,3302.4495
FDR34,OUT019,3070.3254
NCK19,OUT049,3286.6665
NCD55,OUT018,3771.614
FDT27,OUT049,2271.6865
FDQ57,OUT045,2278.8574
FDA47,OUT035,1082.1245
DRG15,OUT027,1278.4559
FDE05,OUT018,1100.4084
FDN46,OUT046,1175.0269
FDX27,OUT027,340.28842
FDT51,OUT045,2653.835
FDU33,OUT013,2710.216
FDJ16,OUT027,2507.4639
FDD20,OUT019,2386.8105
FDT36,OUT049,799.826
DRF15,OUT027,807.0046
FDN52,OUT010,196.47928
FDC22,OUT027,681.78546
FDX15,OUT045,758.3405
FDT13,OUT013,4163.389
FDU04,OUT017,1353.5865
FDU31,OUT019,1548.6826
FDW59,OUT027,2833.5083
NCO29,OUT046,2910.7065
FDL15,OUT035,4308.571
FDI41,OUT049,204.711
FDQ48,OUT049,729.202
DRI39,OUT013,489.91412
FDI08,OUT013,2189.565
FDC21,OUT049,4151.2188
FDF58,OUT035,2673.0515
FDS08,OUT010,2915.0176
FDE47,OUT045,4479.974
NCP18,OUT019,567.207
NCR41,OUT013,401.74435
FDA27,OUT013,1315.1537
FDA43,OUT035,1393.128
FDA49,OUT045,1312.5781
NCE55,OUT018,2655.5476
DRM49,OUT027,1451.3207
FDF22,OUT027,252.09561
FDQ15,OUT018,1596.326
NCS54,OUT017,1385.2504
NCY05,OUT013,1249.2295
FDR45,OUT046,1292.9509
FDK57,OUT049,1357.1244
FDF41,OUT010,3180.9958
FDV21,OUT046,3193.5112
FDD51,OUT046,3300.386
FDF33,OUT046,2372.5999
FDA38,OUT046,344.73465
FDR56,OUT045,2218.5994
NCN41,OUT017,3163.9019
FDC60,OUT027,1767.6573
FDB47,OUT045,1889.621
DRH01,OUT013,1587.355
FDW08,OUT046,412.78323
FDF38,OUT027,1744.9042
FDY32,OUT017,2086.9258
FDG34,OUT049,1844.5524
FDG47,OUT019,342.7563
NCF18,OUT035,3307.1558
FDL39,OUT019,2750.9966
NCH55,OUT035,2476.0889
DRJ35,OUT049,4097.79
FDS44,OUT035,2517.989
DRE01,OUT018,2590.5059
FDY39,OUT013,742.79236
FDY32,OUT018,3377.2212
FDR33,OUT027,3559.5083
NCP50,OUT049,3647.9048
FDZ47,OUT018,5027.228
FDU57,OUT049,3327.396
FDY44,OUT013,4372.054
DRH59,OUT018,4426.9204
FDB03,OUT027,5993.3403
FDY46,OUT045,3923.1514
FDM39,OUT045,4583.151
FDY36,OUT035,424.7696
NCM55,OUT035,1199.3442
FDJ50,OUT010,1346.4016
DRL60,OUT013,2937.1106
NCJ54,OUT049,1581.1567
FDX59,OUT017,1423.132
FDI07,OUT013,1541.6742
DRF51,OUT010,261.07166
FDM14,OUT017,2454.178
FDP21,OUT045,2445.3457
FDE40,OUT035,2593.5776
FDE05,OUT035,2758.9585
FDM13,OUT027,1335.4818
FDC34,OUT027,1302.9966
NCI55,OUT018,1601.8296
NCE43,OUT018,2206.4214
FDW58,OUT018,1393.3152
FDG60,OUT045,318.3517
FDV31,OUT017,1650.8107
FDR47,OUT013,1822.2198
FDM60,OUT019,1823.4452
NCF06,OUT018,338.22964
NCN26,OUT027,1660.2584
FDQ59,OUT049,331.656
FDF09,OUT046,1473.5814
NCS06,OUT017,1363.7238
FDT44,OUT046,1461.889
FDI19,OUT017,4127.987
FDT22,OUT017,4181.4277
NCF54,OUT027,232.10567
DRG25,OUT045,1768.1757
FDB59,OUT017,1831.0498
FDQ37,OUT017,1568.7972
FDP56,OUT035,3151.1628
FDW44,OUT035,322.68417
FDJ26,OUT010,400.26782
FDU43,OUT018,3454.1116
FDW33,OUT045,383.083
NCX53,OUT027,2800.3176
FDN56,OUT010,4511.0103
DRF15,OUT049,2977.9883
FDO33,OUT017,1609.3776
FDZ39,OUT010,1823.2657
NCJ19,OUT017,1776.2695
FDU01,OUT035,1945.0933
FDT12,OUT035,2485.7136
NCM18,OUT018,2303.1006
FDP19,OUT017,3955.6309
NCR42,OUT049,2682.4182
FDN10,OUT046,2518.5017
FDG44,OUT017,2577.2334
FDQ10,OUT046,2463.6438
DRH13,OUT049,2360.7173
FDT52,OUT013,1808.4684
FDM56,OUT045,341.64966
NCO43,OUT010,1602.5653
NCV29,OUT035,596.3833
NCF06,OUT013,2049.892
FDO50,OUT035,832.3065
FDT59,OUT013,917.3664
FDX40,OUT027,365.0337
FDE50,OUT017,1829.79
FDX51,OUT017,3055.8303
NCD30,OUT018,3384.8047
FDK15,OUT013,3348.7854
FDL12,OUT045,1689.1483
FDK46,OUT017,1878.0337
DRH49,OUT010,346.08295
FDQ57,OUT046,2862.9795
FDY59,OUT017,3251.8164
FDO09,OUT018,2822.2283
NCG30,OUT035,3191.072
FDM09,OUT017,3353.7112
NCN17,OUT027,1051.7356
NCS42,OUT013,208.81477
FDD02,OUT019,1323.6677
FDE34,OUT013,1249.0856
FDU38,OUT045,3198.423
FDB33,OUT046,2969.9219
NCJ29,OUT017,3025.151
FDZ27,OUT035,4512.656
FDI40,OUT013,623.1694
FDG22,OUT013,3041.0168
FDT51,OUT017,1638.3358
FDF20,OUT018,244.10124
FDV50,OUT035,2905.077
FDT02,OUT049,1715.2439
DRC49,OUT017,1573.3163
FDF26,OUT049,1289.4595
FDV52,OUT035,232.42424
FDX59,OUT049,347.76663
FDV25,OUT035,2218.3564
FDW23,OUT027,2476.1973
FDE53,OUT018,1582.0055
FDA19,OUT017,2769.283
FDH22,OUT046,1159.1328
NCO41,OUT013,1208.683
FDX12,OUT017,1343.1754
FDF17,OUT013,1121.5609
FDS11,OUT045,405.49493
FDR51,OUT035,3052.7356
FDT49,OUT010,3302.6248
FDC56,OUT013,3270.158
FDR13,OUT027,788.6435
FDQ60,OUT035,309.48654
FDN38,OUT049,948.6786
NCL29,OUT013,216.39305
FDO13,OUT027,426.65906
FDE26,OUT018,3421.7754
FDA31,OUT010,3602.4634
FDX14,OUT035,3085.357
FDA34,OUT045,1908.16
FDF26,OUT013,507.37512
FDE38,OUT045,638.1823
DRI11,OUT046,2690.2205
FDQ60,OUT027,2605.5444
FDL21,OUT027,996.06537
DRC12,OUT027,1141.5881
FDC47,OUT046,1021.23303
FDE57,OUT045,2333.14
FDT14,OUT045,1007.03284
NCZ53,OUT046,641.9404
FDE28,OUT018,199.07385
FDR19,OUT035,608.5066
NCF54,OUT019,661.1983
FDZ08,OUT046,471.3364
NCJ05,OUT018,1858.8799
FDF59,OUT046,1785.0552
NCO05,OUT035,265.8831
FDW24,OUT018,1863.2133
NCX42,OUT018,2155.936
NCA53,OUT035,1832.2249
FDI45,OUT019,4068.7983
FDG46,OUT046,4176.5737
FDM20,OUT010,3965.066
FDW11,OUT010,4027.014
FDX08,OUT035,2965.7197
NCK17,OUT035,3105.6636
FDK32,OUT018,1934.7909
NCA42,OUT035,3924.8706
DRI01,OUT035,281.26047
NCL55,OUT049,2444.4702
DRE25,OUT018,2394.1235
FDD14,OUT017,2512.729
FDB10,OUT046,1995.0714
DRN11,OUT035,1787.9327
FDP38,OUT018,1721.7067
NCA30,OUT017,1756.0536
FDT15,OUT017,315.1195
NCP55,OUT018,1800.721
FDF12,OUT035,1559.0996
FDM21,OUT018,1704.279
FDX56,OUT035,5238.0586
FDF10,OUT017,3771.7034
FDT32,OUT045,357.40408
FDM51,OUT018,2691.591
NCR50,OUT018,2546.6768
FDI19,OUT049,4082.683
FDX21,OUT017,403.51962
FDR31,OUT035,3945.1836
FDY02,OUT013,3395.9668
NCA29,OUT045,3562.923
NCX17,OUT046,3461.7273
FDM12,OUT045,777.96387
FDI53,OUT027,725.8146
NCU30,OUT049,2138.0095
FDC56,OUT027,812.42773
FDK27,OUT018,740.4402
NCK18,OUT017,1293.803
FDB52,OUT019,1437.5768
DRG25,OUT027,1258.6693
